question_id,question,choices,correct_answer,rationale,difficulty
6863c7ce,"ID: 6863c7ce
The given equation represents the distance , in inches, where  represents the number of seconds since an object started
moving. Which of the following is the best interpretation of 
 in this context?","['A. The object moved a total of \n inches.', 'B. The object moved a total of \n inches.', 'C. The object is moving at a rate of \n inches per second.', 'D. The object is moving at a rate of \n inches per second.\nID: 6863c7ce Answer']",C,"Choice C is correct. It’s given that in the equation 
,  represents the distance, in inches, and  represents the number
of seconds since an object started moving. In this equation,  is being multiplied by 
. This means that the object’s distance
increases by 
 inches each second. Therefore, the best interpretation of 
 in this context is that the object is moving at a
rate of 
 inches per second.
Choice A is incorrect and may result from conceptual errors.
Choice B is incorrect. This is the best interpretation of 
, rather than 
, in this context.
Choice D is incorrect and may result from conceptual errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
a5834ea4,"ID: a5834ea4
 For the given linear function , which table gives three values of  and their corresponding values of 
?","['A.', 'B.', 'C.', 'D. \nID: a5834ea4 Answer']",B,"Choice B is correct. For the given linear function , 
 must equal 
 for all values of . Of the given choices, only choice
B gives three values of  and their corresponding values of 
 for the given linear function .
Choice A is incorrect and may result from conceptual errors. Choice C is incorrect and may result from conceptual errors.
Choice D is incorrect and may result from conceptual errors.
Question Diﬃculty: Medium",
0b332f00,"ID: 0b332f00
The function  is deﬁned by 
. For what value of  is 
?
ID: 0b332f00 Answer",[],9,"The correct answer is . It’s given that 
. Substituting 
 for 
 in the given function yields 
. Dividing
both sides of this equation by  yields 
. Therefore, the value of  when 
 is .
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
349a5bc1,"ID: 349a5bc1
 What is the solution to the given equation?
ID: 349a5bc1 Answer",[],40,"The correct answer is 
. Subtracting  from both sides of the given equation yields 
. Dividing both sides of this
equation by  yields 
. Therefore, the solution to the given equation is 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
bf4a8b6a,"ID: bf4a8b6a
A company that provides whale-watching tours takes groups of 
 people at a time. The company’s revenue is 
 dollars per
adult and 
 dollars per child. If the company’s revenue for one group consisting of adults and children was 
 dollars,
how many people in the group were children?","['A.', 'B.', 'C.', 'D. \nID: bf4a8b6a Answer']",C,"Choice C is correct. Let  represent the number of children in a whale-watching tour group. Let  represent the number of
adults in this group. Because it's given that 
 people are in a group and the group consists of adults and children, it must be
true that 
. Since the company's revenue is 
 dollars per child, the total revenue from  children in this group
was 
 dollars. Since the company's revenue is 
 dollars per adult, the total revenue from  adults in this group was 
dollars. Because it's given that the total revenue for this group was 
 dollars, it must be true that 
.
The equations 
 and 
 form a linear system of equations that can be solved to ﬁnd the value
of , which represents the number of children in the group, using the elimination method. Multiplying both sides of the
equation 
 by 
 yields 
. Subtracting 
 from 
 yields
, which is equivalent to 
, or 
.
Dividing both sides of this equation by 
 yields 
. Therefore, 
 people in the group were children.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect. This is the number of adults in the group, not the number of children in the group.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
7e3f8363,"ID: 7e3f8363
In the xy-plane, the graph of the linear function  contains the points 
 and 
. Which equation deﬁnes , where
?","['A.', 'B.', 'C.', 'D. \nID: 7e3f8363 Answer']",C,"Choice C is correct. In the xy-plane, an equation of the graph of a linear function can be written in the form 
,
where 
 represents the slope and 
 represents the y-intercept of the graph of 
. It’s given that the graph of the
linear function , where 
, in the xy-plane contains the point 
. Thus, 
. The slope of the graph of a line
containing any two points 
 and 
 can be found using the slope formula, 
. Since it’s given that the
graph of the linear function  contains the points 
 and 
, it follows that the slope of the graph of the line
containing these points is 
, or 
. Substituting  for 
 and  for  in 
 yields
.
Choice A is incorrect. This function represents a graph with a slope of 
 and a y-intercept of 
.
Choice B is incorrect. This function represents a graph with a slope of  and a y-intercept of 
.
Choice D is incorrect. This function represents a graph with a slope of  and a y-intercept of 
.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
0eae6be1,"ID: 0eae6be1
The number  is 
 less than the number . Which equation represents the relationship between  and ?","['A.', 'B.', 'C.', 'D. \nID: 0eae6be1 Answer']",D,"Choice D is correct. It’s given that the number  is 
 less than the number . A number that's 
 less than the number  is
equivalent to 
 subtracted from the number , or 
. Therefore, the equation 
 represents the relationship
between  and .
Choice A is incorrect and may result from conceptual errors. Choice B is incorrect and may result from conceptual errors.
Choice C is incorrect and may result from conceptual errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
447fa970,"ID: 447fa970
The function  is deﬁned by the equation 
. What is the value of 
 when 
?
ID: 447fa970 Answer",[],30,"The correct answer is 
. The value of 
 when 
 can be found by substituting  for  in the given equation
. This yields 
, or 
. Therefore, when 
, the value of 
 is 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
0dd6227f,"ID: 0dd6227f
At how many points do the graphs of the equations 
 and 
 intersect in the xy-plane?","['A.', 'B.', 'C.', 'D. \nID: 0dd6227f Answer']",B,"Choice B is correct. Each given equation is written in slope-intercept form, 
, where 
 is the slope and 
 is
the y-intercept of the graph of the equation in the xy-plane. The graphs of two lines that have different slopes will intersect at
exactly one point. The graph of the ﬁrst equation is a line with slope . The graph of the second equation is a line with slope
. Since the graphs are lines with different slopes, they will intersect at exactly one point.
Choice A is incorrect because two graphs of linear equations have  intersection points only if they are parallel and therefore
have the same slope.
Choice C is incorrect because two graphs of linear equations in the xy-plane can have only , , or inﬁnitely many points of
intersection.
Choice D is incorrect because two graphs of linear equations in the xy-plane can have only , , or inﬁnitely many points of
intersection.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
b1228811,"ID: b1228811
Marisa needs to hire at least 10 staff members for an upcoming project. The staff
members will be made up of junior directors, who will be paid $640 per week, and
senior directors, who will be paid $880 per week. Her budget for paying the staff
members is no more than $9,700 per week. She must hire at least 3 junior directors
and at least 1 senior director. Which of the following systems of inequalities
represents the conditions described if x is the number of junior directors and y is
the number of senior directors?","['A.', 'B.', 'C.', 'D. \nID: b1228811 Answer', 'B.\nChoices A and C are incorrect. For example, the ﬁrst condition, \n, in each of these options implies that\nMarisa can pay the new staff members more than her budget of $9,700. Choice D is incorrect because Marisa needs to hire\nat least 10 staff members, not at most 10 staff members, as the inequality \n implies.\n\xa0\nQuestion Diﬃculty: Medium']",B,"Choice B is correct. Marisa will hire x junior directors and y senior directors. Since she needs to hire at least 10 staff
members, 
. Each junior director will be paid $640 per week, and each senior director will be paid $880 per week.
Marisa’s budget for paying the new staff is no more than $9,700 per week; in terms of x and y, this condition is
. Since Marisa must hire at least 3 junior directors and at least 1 senior director, it follows that 
and 
. All four of these conditions are represented correctly in choice B.
Choices A and C are incorrect. For example, the ﬁrst condition, 
, in each of these options implies that
Marisa can pay the new staff members more than her budget of $9,700. Choice D is incorrect because Marisa needs to hire
at least 10 staff members, not at most 10 staff members, as the inequality 
 implies.
 
Question Diﬃculty: Medium",
6105234d,"ID: 6105234d
John paid a total of 
 for a microscope by making a down payment of 
 plus  monthly payments of 
 each. Which
of the following equations represents this situation?","['A.', 'B.', 'C.', 'D. \nID: 6105234d Answer']",C,"Choice C is correct. It’s given that John made a 
 payment each month for  months. The total amount of these payments
can be represented by the expression 
. The down payment can be added to that amount to ﬁnd the total amount John
paid, yielding the expression 
. It’s given that John paid a total of 
. Therefore, the expression for the total
amount John paid can be set equal to that amount, yielding the equation 
.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
7efe5495,"ID: 7efe5495
 
 The solution to the given system of equations is 
. What is the value of 
?","['A.', 'B.', 'C.', 'D. \nID: 7efe5495 Answer']",C,"Choice C is correct. It's given by the ﬁrst equation in the system that 
. Substituting 
 for  in the equation
 yields 
, or 
. 
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice D is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Systems of two
linear equations in
two variables
Diﬃculty",
2c121b25,"ID: 2c121b25
Valentina bought two containers of beads. In the ﬁrst container 30% of the beads
are red, and in the second container 70% of the beads are red. Together, the
containers have at least 400 red beads. Which inequality shows this relationship,
where x is the total number of beads in the ﬁrst container and y is the total number
of beads in the second container?","['A.', 'B.', 'C.', 'D. \nID: 2c121b25 Answer']",A,"Choice A is correct. It is given that x is the total number of beads in the ﬁrst container and that 30% of those beads are red;
therefore, the expression 0.3x represents the number of red beads in the ﬁrst container. It is given that y is the total number
of beads in the second container and that 70% of those beads are red; therefore, the expression 0.7y represents the number
of red beads in the second container. It is also given that, together, the containers have at least 400 red beads, so the
inequality that shows this relationship is 0.3x + 0.7y ≥ 400.
Choice B is incorrect because it represents the containers having a total of at most, rather than at least, 400 red beads.
Choice C is incorrect and may be the result of misunderstanding how to represent a percentage of beads in each container.
Also, the inequality shows the containers having a combined total of at most, rather than at least, 400 red beads. Choice D is
incorrect because the percentages were not converted to decimals.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
83f2c3bf,"ID: 83f2c3bf
 Which table gives three values of  and their corresponding values of  for the given equation?","['A.', 'B.', 'C.', 'D. \nID: 83f2c3bf Answer']",A,"Choice A is correct. Substituting  for  into the given equation yields 
, or 
. Therefore, when 
, the
corresponding value of  for the given equation is . Substituting  for  into the given equation yields 
, or 
.
Therefore, when 
, the corresponding value of  for the given equation is . Substituting  for  into the given equation
yields 
, or 
. Therefore, when 
, the corresponding value of  for the given equation is . Of the choices
given, only the table in choice A gives these three values of  and their corresponding values of  for the given equation.
Choice B is incorrect. This table gives three values of  and their corresponding values of  for the equation 
.
Choice C is incorrect. This table gives three values of  and their corresponding values of  for the equation 
.
Choice D is incorrect. This table gives three values of  and their corresponding values of  for the equation 
.
Question Diﬃculty: Easy",
c50ede6d,"ID: c50ede6d
The total cost, in dollars, to rent a surfboard consists of a 
 service fee and a 
 per hour rental fee. A person rents a
surfboard for  hours and intends to spend a maximum of 
 to rent the surfboard. Which inequality represents this
situation?","['A.', 'B.', 'C.', 'D. \nID: c50ede6d Answer']",D,"Choice D is correct. The cost of the rental fee depends on the number of hours the surfboard is rented. Multiplying  hours by
 dollars per hour yields a rental fee of 
 dollars. The total cost of the rental consists of the rental fee plus the 
 dollar
service fee, which yields a total cost of 
 dollars. Since the person intends to spend a maximum of 
 dollars to rent
the surfboard, the total cost must be at most 
 dollars. Therefore, the inequality 
 represents this situation.
Choice A is incorrect. This represents a situation where the rental fee, not the total cost, is at most 
 dollars.
Choice B is incorrect and may result from conceptual or calculation errors.
Choice C is incorrect and may result from conceptual or calculation errors.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
c1bd5301,"ID: c1bd5301
A model predicts that a certain animal weighed 
 pounds when it was born and that the animal gained  pounds per day
in its ﬁrst year of life. This model is deﬁned by an equation in the form 
, where 
 is the predicted weight,
in pounds, of the animal  days after it was born, and  and  are constants. What is the value of ?
ID: c1bd5301 Answer",[],241,"The correct answer is 
. For a certain animal, it's given that a model predicts the animal weighed 
 pounds when it was
born and gained  pounds per day in its ﬁrst year of life. It's also given that this model is deﬁned by an equation in the form
, where 
 is the predicted weight, in pounds, of the animal  days after it was born, and  and  are
constants. It follows that  represents the predicted weight, in pounds, of the animal when it was born and  represents the
predicted rate of weight gain, in pounds per day, in its ﬁrst year of life. Thus, the value of  is 
.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
b23bba4c,"ID: b23bba4c
A shipping company charged a customer $25 to ship some small boxes and some
large boxes. The equation above represents the relationship between a, the number
of small boxes, and b, the number of large boxes, the customer had shipped. If the
customer had 3 small boxes shipped, how many large boxes were shipped?","['A. 3', 'B. 4', 'C. 5', 'D. 6\nID: b23bba4c Answer']",B,"Choice B is correct. It’s given that a represents the number of small boxes and b represents the number of large boxes the
customer had shipped. If the customer had 3 small boxes shipped, then 
. Substituting 3 for a in the equation
 yields 
 or 
. Subtracting 9 from both sides of the equation yields 
. Dividing
both sides of this equation by 4 yields 
. Therefore, the customer had 4 large boxes shipped.
Choices A, C, and D are incorrect. If the number of large boxes shipped is 3, then 
. Substituting 3 for b in the given
equation yields 
 or 
. Subtracting 12 from both sides of the equation and then dividing by 3
yields 
. However, it’s given that the number of small boxes shipped, a, is 3, not 
, so b cannot equal 3. Similarly, if
 or 
, then 
 or 
, respectively, which is also not true.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
24854644,"ID: 24854644
What is the equation of the line that passes through the point 
 and is parallel to the graph of 
 in the xy-
plane?","['A.', 'B.', 'C.', 'D. \nID: 24854644 Answer']",B,"Choice B is correct. The equation of a line in the xy-plane can be written in slope-intercept form 
, where 
 is the
slope of the line and 
 is its y-intercept. It’s given that the line passes through the point 
. Therefore, 
. It’s also
given that the line is parallel to the graph of 
, which means the line has the same slope as the graph of
. The slope of the graph of 
 is . Therefore, 
. Substituting  for 
 and  for  in the equation
 yields 
.
Choice A is incorrect. The graph of this equation passes through the point 
, not 
, and has a slope of , not .
Choice C is incorrect. The graph of this equation passes through the point 
, not 
.
Choice D is incorrect. The graph of this equation passes through the point 
, not 
, and has a slope of , not .
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
71189542,"ID: 71189542
A group of 202 people went on an overnight camping trip, taking 60 tents with
them. Some of the tents held 2 people each, and the rest held 4 people each.
Assuming all the tents were ﬁlled to capacity and every person got to sleep in a
tent, exactly how many of the tents were 2-person tents?","['A. 30', 'B. 20', 'C. 19', 'D. 18\nID: 71189542 Answer']",C,"Choice C is correct. Let x represent the number of 2-person tents and let y represent the number of 4-person tents. It is given
that the total number of tents was 60 and the total number of people in the group was 202. This situation can be expressed
as a system of two equations, 
 and 
. The ﬁrst equation can be rewritten as 
.
Substituting 
 for y in the equation 
 yields 
. Distributing and combining like
terms gives 
. Subtracting 240 from both sides of 
 and then dividing both sides by 
gives 
. Therefore, the number of 2-person tents is 19.
Alternate approach: If each of the 60 tents held 4 people, the total number of people that could be accommodated in tents
would be 240. However, the actual number of people who slept in tents was 202. The difference of 38 accounts for the 2-
person tents. Since each of these tents holds 2 people fewer than a 4-person tent, 
 gives the number of 2-person
tents.
Choice A is incorrect. This choice may result from assuming exactly half of the tents hold 2 people. If that were true, then the
total number of people who slept in tents would be 
; however, the total number of people who slept in
tents was 202, not 180. Choice B is incorrect. If 20 tents were 2-person tents, then the remaining 40 tents would be 4-person
tents. Since all the tents were ﬁlled to capacity, the total number of people who slept in tents would be
; however, the total number of people who slept in tents was 202, not 200. Choice D is
incorrect. If 18 tents were 2-person tents, then the remaining 42 tents would be 4-person tents. Since all the tents were ﬁlled
to capacity, the total number of people who slept in tents would be 
; however, the total
number of people who slept in tents was 202, not 204.
Question Diﬃculty: Medium",
dba8d38a,"ID: dba8d38a
A petting zoo sells two types of tickets. The standard ticket, for admission only,
costs $5. The premium ticket, which includes admission and food to give to the
animals, costs $12. One Saturday, the petting zoo sold a total of 250 tickets and
collected a total of $2,300 from ticket sales. Which of the following systems of
equations can be used to ﬁnd the number of standard tickets, s, and premium
tickets, p, sold on that Saturday?","['A.', 'B.', 'C.', 'D. \nID: dba8d38a Answer', 'A.\nChoice B is incorrect. The second equation in the system represents the cost per standard ticket as $12, not $5, and the cost\nper premium ticket as $5, not $12. Choices C and D are incorrect. The equations represent the total collected from standard\nand premium ticket sales as $250, not $2,300, and the total number of standard and premium tickets sold as $2,300, not\n$250. Additionally, the ﬁrst equation in choice D represents the cost per standard ticket as $12, not $5, and the cost per\npremium ticket as $5, not $12.\n\xa0\nQuestion Diﬃculty: Easy']",A,"Choice A is correct. It’s given that the petting zoo sells two types of tickets, standard and premium, and that s represents the
number of standard tickets sold and p represents the number of premium tickets sold. It’s also given that the petting zoo
sold 250 tickets on one Saturday; thus, 
. It’s also given that each standard ticket costs $5 and each premium
ticket costs $12. Thus, the amount collected in ticket sales can be represented by 
 for standard tickets and 
 for
premium tickets. On that Saturday the petting zoo collected a total of $2,300 from ticket sales; thus, 
.
These two equations are correctly represented in choice A.
Choice B is incorrect. The second equation in the system represents the cost per standard ticket as $12, not $5, and the cost
per premium ticket as $5, not $12. Choices C and D are incorrect. The equations represent the total collected from standard
and premium ticket sales as $250, not $2,300, and the total number of standard and premium tickets sold as $2,300, not
$250. Additionally, the ﬁrst equation in choice D represents the cost per standard ticket as $12, not $5, and the cost per
premium ticket as $5, not $12.
 
Question Diﬃculty: Easy",
64c85440,"ID: 64c85440
In North America, the standard width of a parking space is at least 7.5 feet and no
more than 9.0 feet. A restaurant owner recently resurfaced the restaurant’s parking
lot and wants to determine the number of parking spaces, n, in the parking lot that
could be placed perpendicular to a curb that is 135 feet long, based on the
standard width of a parking space. Which of the following describes all the
possible values of n ?","['A.', 'B.', 'C.', 'D. \nID: 64c85440 Answer']",D,"Choice D is correct. Placing the parking spaces with the minimum width of 7.5 feet gives the maximum possible number of
parking spaces. Thus, the maximum number that can be placed perpendicular to a 135-foot-long curb is 
. Placing
the parking spaces with the maximum width of 9 feet gives the minimum number of parking spaces. Thus, the minimum
number that can be placed perpendicular to a 135-foot-long curb is 
. Therefore, if n is the number of parking
spaces in the lot, the range of possible values for n is 
.
Choices A and C are incorrect. These choices equate the length of the curb with the maximum possible number of parking
spaces. Choice B is incorrect. This is the range of possible values for the width of a parking space instead of the range of
possible values for the number of parking spaces.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
87322577,"ID: 87322577
The equation above relates the number of minutes, x, Maria spends running each
day and the number of minutes, y, she spends biking each day. In the equation,
what does the number 75 represent?","['A. The number of minutes spent running each day', 'B. The number of minutes spent biking each day', 'C. The total number of minutes spent running and biking each day', 'D. The number of minutes spent biking for each minute spent running\nID: 87322577 Answer']",C,"Choice C is correct. Maria spends x minutes running each day and y minutes biking each day. Therefore, 
 represents
the total number of minutes Maria spent running and biking each day. Because 
, it follows that 75 is the total
number of minutes that Maria spent running and biking each day.
Choices A and B are incorrect. The number of minutes Maria spent running each day is represented by x and need not be 75.
Similarly, the number of minutes that Maria spends biking each day is represented by y and need not be 75. The number of
minutes Maria spends running each day and biking each day may vary; however, the total number of minutes she spends
each day on these activities is constant and equal to 75. Choice D is incorrect. The number of minutes Maria spent biking for
each minute spent running cannot be determined from the information provided.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
5c94e6fa,"ID: 5c94e6fa
In the given equation,  is a constant. The equation has inﬁnitely many solutions. What is the value of ?
ID: 5c94e6fa Answer",[],21,"The correct answer is 
. It's given that the equation 
 has inﬁnitely many solutions. If an equation in one
variable has inﬁnitely many solutions, then the equation is true for any value of the variable. Subtracting 
 from both sides
of the given equation yields 
. Since this equation must be true for any value of , the value of  is 
.
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
7a5a74a6,"ID: 7a5a74a6
If x is the solution to the equation above,
what is the value of 
 ?","['A.', 'B.', 'C.', 'D. \nID: 7a5a74a6 Answer']",B,"Choice B is correct. Because 2 is a factor of both 
 and 6, the expression 
 can be rewritten as 
. Substituting
 for 
 on the left-hand side of the given equation yields 
, or
. Subtracting 
 from both sides of this equation yields 
. Adding 11 to
both sides of this equation yields 
. Dividing both sides of this equation by 2 yields 
.
Alternate approach: Distributing 3 to the quantity 
 on the left-hand side of the given equation and distributing 4 to the
quantity 
 on the right-hand side yields 
, or 
. Subtracting 
 from both
sides of this equation yields 
. Adding 29 to both sides of this equation yields 
. Dividing both sides of
this equation by 2 yields 
. Therefore, the value of 
 is 
, or 
.
Choice A is incorrect. This is the value of x, not 
. Choices C and D are incorrect. If the value of 
 is 
 or 
,
it follows that the value of x is 
 or 
, respectively. However, solving the given equation for x yields 
.
Therefore, the value of 
 can’t be 
 or 
.
 
Question Diﬃculty: Medium",
b7e6394d,"ID: b7e6394d
Alan drives an average of 100 miles each week. His car can travel an average of
25 miles per gallon of gasoline. Alan would like to reduce his weekly expenditure
on gasoline by $5. Assuming gasoline costs $4 per gallon, which equation can
Alan use to determine how many fewer average miles, m, he should drive each
week?","['A.', 'B.', 'C.', 'D. \nID: b7e6394d Answer']",D,"Choice D is correct. Since gasoline costs $4 per gallon, and since Alan’s car travels an average of 25 miles per gallon, the
expression 
 gives the cost, in dollars per mile, to drive the car. Multiplying 
 by m gives the cost for Alan to drive m
miles in his car. Alan wants to reduce his weekly spending by $5, so setting 
m equal to 5 gives the number of miles, m,
by which he must reduce his driving.
Choices A, B, and C are incorrect. Choices A and B transpose the numerator and the denominator in the fraction. The fraction
 would result in the unit miles per dollar, but the question requires a unit of dollars per mile. Choices A and C set the
expression equal to 95 instead of 5, a mistake that may result from a misconception that Alan wants to reduce his driving by
5 miles each week; instead, the question says he wants to reduce his weekly expenditure by $5.
 
Question Diﬃculty: Hard
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
95cad55f,"ID: 95cad55f
A laundry service is buying detergent and fabric softener from its supplier. The
supplier will deliver no more than 300 pounds in a shipment. Each container of
detergent weighs 7.35  pounds, and each container of fabric softener weighs
6.2 pounds. The service wants to buy at least twice as many containers of
detergent as containers of fabric softener. Let d represent the number of
containers of detergent, and let s represent the number of containers of fabric
softener, where d and s are nonnegative integers. Which of the following systems
of inequalities best represents this situation?","['A.', 'B.', 'C.', 'D. \nID: 95cad55f Answer']",A,"Choice A is correct. The number of containers in a shipment must have a weight less than or equal to 300 pounds. The total
weight, in pounds, of detergent and fabric softener that the supplier delivers can be expressed as the weight of each
container multiplied by the number of each type of container, which is 7.35d for detergent and 6.2s for fabric softener. Since
this total cannot exceed 300 pounds, it follows that 
. Also, since the laundry service wants to buy at
least twice as many containers of detergent as containers of fabric softener, the number of containers of detergent should
be greater than or equal to two times the number of containers of fabric softener. This can be expressed by the inequality
.
Choice B is incorrect because it misrepresents the relationship between the numbers of each container that the laundry
service wants to buy. Choice C is incorrect because the ﬁrst inequality of the system incorrectly doubles the weight per
container of detergent. The weight of each container of detergent is 7.35, not 14.7 pounds. Choice D is incorrect because it
doubles the weight per container of detergent and transposes the relationship between the numbers of containers.
Question Diﬃculty: Hard",
bf36c815,"ID: bf36c815
The function g is deﬁned by 
.
What is the value of 
?","['A.', 'B. 0', 'C. 4', 'D. 8\nID: bf36c815 Answer']",D,"Choice D is correct. The value of 
 is found by substituting 0 for x in the function g. This yields 
, which can
be rewritten as 
.
Choice A is incorrect and may result from misinterpreting the equation as 
 instead of 
. Choice
B is incorrect. This is the value of x, not 
. Choice C is incorrect and may result from calculation errors.
 
Question Diﬃculty: Easy
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear functions
Diﬃculty",
968e9e51,"ID: 968e9e51
Which of the following ordered pairs 
 is a solution to
the system of inequalities above?","['A.', 'B.', 'C.', 'D. \nID: 968e9e51 Answer']",D,"Choice D is correct. The solutions to the given system of inequalities is the set of all ordered pairs 
 that satisfy both
inequalities in the system. For an ordered pair to satisfy the inequality 
, the value of the ordered pair’s y-coordinate
must be less than or equal to the value of the ordered pair’s x-coordinate. This is true of the ordered pair 
, because
. To satisfy the inequality 
, the value of the ordered pair’s y-coordinate must be less than or equal to the value
of the additive inverse of the ordered pair’s x-coordinate. This is also true of the ordered pair 
. Because 0 is its own
additive inverse, 
 is the same as 
. Therefore, the ordered pair 
 is a solution to the given system of
inequalities.
Choice A is incorrect. This ordered pair satisﬁes only the inequality 
 in the given system, not both inequalities. Choice B
incorrect. This ordered pair satisﬁes only the inequality 
 in the system, but not both inequalities. Choice C is
incorrect. This ordered pair satisﬁes neither inequality.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear inequalities
in one or two
variables
Diﬃculty",
9f3cb472,"ID: 9f3cb472
Line  in the xy-plane has a slope of 
 and passes through the point 
. Which equation deﬁnes line ?","['A.', 'B.', 'C.', 'D. \nID: 9f3cb472 Answer']",D,"Choice D is correct. The equation that deﬁnes line  in the xy-plane can be written in slope-intercept form 
,
where 
 is the slope of line  and 
 is its y-intercept. It’s given that line  has a slope of 
. Therefore, 
.
Substituting 
 for 
 in the equation 
 yields 
, or 
. It’s also given that line  passes
through the point 
. Substituting  for  and 
 for  in the equation 
 yields 
, or 
. Adding  to both sides of this equation yields 
. Substituting 
 for  in the equation 
yields 
.
Choice A is incorrect and may result from conceptual or calculation errors.
Choice B is incorrect. This equation deﬁnes a line that has a slope of , not 
, and passes through the point 
, not 
.
Choice C is incorrect. This equation deﬁnes a line that passes through the point 
, not 
.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
two variables
Diﬃculty",
aa85b138,"ID: aa85b138
A tree had a height of 6 feet when it was planted. The equation above can be used
to ﬁnd how many years n it took the tree to reach a height of 14 feet. Which of the
following is the best interpretation of the number 2 in this context?","['A. The number of years it took the tree to double its height', 'B. The average number of feet that the tree grew per year', 'C. The height, in feet, of the tree when the tree was 1\xa0year\xa0old', 'D. The average number of years it takes similar trees to grow 14 feet\nID: aa85b138 Answer']",B,"Choice B is correct. The height of the tree at a given time is equal to its height when it was planted plus the number of feet
that the tree grew. In the given equation, 14 represents the height of the tree at the given time, and 6 represents the height of
the tree when it was planted. It follows that 
 represents the number of feet the tree grew from the time it was planted until
the time it reached a height of 14 feet. Since n represents the number of years between the given time and the time the tree
was planted, 2 must represent the average number of feet the tree grew each year.
Choice A is incorrect and may result from interpreting the coeﬃcient 2 as doubling instead of as increasing by 2 each year.
Choice C is incorrect. The height of the tree when it was 1 year old was 
 feet, not 2 feet. Choice D is incorrect.
No information is given to connect the growth of one particular tree to the growth of similar trees.
 
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
15daa8d6,"ID: 15daa8d6
In the given equation,  is a constant. If the equation has inﬁnitely many solutions, what is the value of ?
ID: 15daa8d6 Answer",[],2,"The correct answer is . An equation with one variable, , has inﬁnitely many solutions only when both sides of the equation
are equal for any deﬁned value of . It's given that 
, where  is a constant. This equation can be
rewritten as 
. If this equation has inﬁnitely many solutions, then both sides of this equation are equal
for any deﬁned value of . Both sides of this equation are equal for any deﬁned value of  when 
. Therefore, if the
equation has inﬁnitely many solutions, the value of  is .
Alternate approach: If the given equation, 
, has inﬁnitely many solutions, then both sides of this
equation are equal for any value of . If 
, then substituting  for  in 
 yields
, or 
. Dividing both sides of this equation by  yields 
.
Question Diﬃculty: Medium
Assessment
SAT
Test
Math
Domain
Algebra
Skill
Linear equations in
one variable
Diﬃculty",
